126802,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E03,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,1011,UGRD,Undergraduate,Fundamentals of Communication,33676,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,4, , , ,Y,N,No Special Consent Required,30,5,0,29,0,0, ,N,D-COMM,,440, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E03, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0,,, ,101975029,"Hurson,Megan",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
126802,7,1,2221,Spring 2022,DMH,First Eight Wks (Den),E03,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,1011,UGRD,Undergraduate,Fundamentals of Communication,33676,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,4, , , ,Y,N,No Special Consent Required,30,5,0,29,0,0, ,N,D-COMM,,440, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E03, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,This course is held during the first 8 weeks of the term.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
126835,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,2071,UGRD,Undergraduate,Media Writing Skills,13058,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,30,10,0,18,0,0, ,N,D-COMM,,290, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0, , , ,109116796,"Dicksteen,Lisa Napell",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
126835,7,1,2221,Spring 2022,DMH,First Eight Wks (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,2071,UGRD,Undergraduate,Media Writing Skills,13058,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,30,10,0,18,0,0, ,N,D-COMM,,290, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E01, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,This course is held during the first 8 weeks of the term.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
126827,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E03,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,3271,UGRD,Undergraduate,Communication and Diversity,33680,LEC,Lecture,C,Closed,A,Active,E,Enrollment Section,5, , , ,Y,N,No Special Consent Required,30,5,0,30,0,0, ,N,D-COMM,,480, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E03, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0, , , ,100662742,"Bueno olson,Yvette",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
126827,7,1,2221,Spring 2022,DMH,First Eight Wks (Den),E03,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,COMM,Communication,COMM,3271,UGRD,Undergraduate,Communication and Diversity,33680,LEC,Lecture,C,Closed,A,Active,E,Enrollment Section,5, , , ,Y,N,No Special Consent Required,30,5,0,30,0,0, ,N,D-COMM,,480, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E03, ,,0, , , , , , , , , , , , , ,0, , , , , ,0, ,0, , , , , ,1,A, ,N, ,This course is held during the first 8 weeks of the term.,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
128072,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),1,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,ECON,Economics,ECON,6054,GRAD,Graduate,Seminar Applied Economcs II,17210,SEM,Seminar,O,Open,A,Active,E,Enrollment Section,1, , , ,Y,N,No Special Consent Required,12,0,0,11,0,0, ,N,D-ECON,,130, ,DC,Denver Campus,DC,, ,P,In Person, , ,N,12,01/18/2022,03-12-2022,,1, ,,1,DNRTH1533,06:30:00.000000_PM,07:45:00.000000_PM,N,Y,N,Y,N,N,N,01/18/2022,03-12-2022, ,0, , ,TTH,100654648,"Mansour,Hani",1,PI,0,Y,CUDEN,D_NRTH,North Classroom Building,1533,0, , , , , ,0,0,0, , , , ,0,1.5,1.5,1.5,LTR,Letter,C,SEM,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
136733,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,PHIL,Philosophy,PHIL,3500,UGRD,Undergraduate,Ideology-Cultre:Racism-Sexism,11306,LEC,Lecture,C,Closed,A,Active,E,Enrollment Section,5, , , ,Y,N,No Special Consent Required,20,10,0,20,0,0, ,N,D-PHIL,,330, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,20,01/18/2022,03-12-2022,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0, , , ,109111867,"Jeong,Boram",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
138371,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,SOCY,Sociology,SOCY,1001,UGRD,Undergraduate,Understanding Social World,13201,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,32,10,0,28,0,0, ,N,D-SOCY,,450, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0, , , ,810889913,"Alexander,Kari B",1,PI,0,Y,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
138371,0,1,2221,Spring 2022,DMH,First Eight Wks (Den),E01,CUDEN,CU Denver,CLAS,College of Liberal Arts & Sci,SOCY,Sociology,SOCY,1001,UGRD,Undergraduate,Understanding Social World,13201,LEC,Lecture,O,Open,A,Active,E,Enrollment Section,3, , , ,Y,N,No Special Consent Required,32,10,0,28,0,0, ,N,D-SOCY,,450, ,DC,Denver Campus,DC,, ,OL,Online, , ,N,30,01/18/2022,03-12-2022,,E01, ,,1,DONLINE,,,N,N,N,N,N,N,N,01/18/2022,03-12-2022, ,0, , , ,107475009,"Salais,Desiree Rose",1,TA,0,N,CUDEN,D_ONLN,Online Course,ONLINE,0, , , , , ,0,0,0, , , , ,0,3,3,3,LTR,Letter,C,LEC,1,0, ,Y, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/25/2022,01:46:03
