"126445","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1000","UGRD","Undergraduate","Foundations General Chemistry",11140,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",70,20,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",100,"01/17/2023","05/13/2023","","001"," ","", 1," ","02:00:00.000000_PM","03:15:00.000000_PM","Y","N","Y","N","N","N","N","01/17/2023","05/13/2023"," ",  0,"","","MW"," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126462","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1474","UGRD","Undergraduate","Chemistry for Everyday",12750,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",40,20,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",60,"01/17/2023","05/13/2023","","E01"," ","", 1," ","","","N","N","N","N","N","N","N","01/17/2023","05/13/2023"," ",  0,"",""," "," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,4,4,4,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"209316","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1494","UGRD","Undergraduate","Forensic Chemistry",12960,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",30,"01/17/2023","05/13/2023","","E01"," ","", 1," ","","","N","N","N","N","N","N","N","01/17/2023","05/13/2023"," ",  0,"",""," "," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,4,4,4,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"209316","7",1,"2231","Spring 2023","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1494","UGRD","Undergraduate","Forensic Chemistry",12960,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",30,"01/17/2023","05/13/2023","","E01"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 2,"A"," ","N"," ","This course has a lab component included.",0,0,0," "," "," "," ",0,4,4,4,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126469","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",11141,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",120,"01/17/2023","05/13/2023","","001"," ","", 1," ","02:00:00.000000_PM","03:15:00.000000_PM","Y","N","Y","N","N","N","N","01/17/2023","05/13/2023"," ",  0," "," ","MW"," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126469","7",1,"2231","Spring 2023","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",11141,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",120,"01/17/2023","05/13/2023","","001"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 1,"A"," ","N"," ","All students enrolling in CHEM 2031 must take the General Chemistry Assessment Test (GCAT) to demonstrate they meet the prerequisites for the course. Material covered includes topics commonly taught in high school chemistry and college-level preparatory chemistry courses.  Contact the Department of Chemistry for additional information.",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126469","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",11142,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",200,"01/17/2023","05/13/2023","","002"," ","", 1," ","09:30:00.000000_AM","10:45:00.000000_AM","N","Y","N","Y","N","N","N","01/17/2023","05/13/2023"," ",  0," "," ","TTH"," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126469","7",1,"2231","Spring 2023","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",11142,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",50,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",200,"01/17/2023","05/13/2023","","002"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 1,"A"," ","N"," ","All students enrolling in CHEM 2031 must take the General Chemistry Assessment Test (GCAT) to demonstrate they meet the prerequisites for the course. Material covered includes topics commonly taught in high school chemistry and college-level preparatory chemistry courses.  Contact the Department of Chemistry for additional information.",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126471","0",1,"2231","Spring 2023","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2038","UGRD","Undergraduate","General Chemistry Lab I",11143,"MLS","Main Lab Section","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",30,4,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",24,"01/17/2023","05/13/2023","","002"," ","", 1," ","01:00:00.000000_PM","04:50:00.000000_PM","N","Y","N","N","N","N","N","01/17/2023","05/13/2023"," ",  0," "," ","T"," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,1,1,1,"LTR","Letter","C","MLS",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
"126471","7",1,"2231","Spring 2023","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2038","UGRD","Undergraduate","General Chemistry Lab I",11143,"MLS","Main Lab Section","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",30,4,0,0,0,0," ","N","D-CHEM","Department of Chemistry",0," ","DC","Denver Campus","DC",""," ","P","In Person"," "," ","N",24,"01/17/2023","05/13/2023","","002"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 1,"A"," ","N"," ","All students enrolling in CHEM 2031 must take the General Chemistry Assessment Test (GCAT) to demonstrate they meet the prerequisites for the course. Material covered includes topics commonly taught in high school chemistry and college-level preparatory chemistry courses.  Contact the Department of Chemistry for additional information.",0,0,0," "," "," "," ",0,1,1,1,"LTR","Letter","C","MLS",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","04/06/2022","06:00:10"
