"126445","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1000","UGRD","Undergraduate","Foundations General Chemistry",32004,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",100,25,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304703","P","In Person"," "," ","N",100,"08/22/2022","12/17/2022","","001"," ","", 1,"DACAD1500","12:30:00.000000_PM","01:45:00.000000_PM","Y","N","Y","N","N","N","N","08/22/2022","12/17/2022"," ",  0,"","","MW"," "," ","0"," ",0," ","CUDEN","D_ACAD","Student Commons Building","1500",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126445","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1000","UGRD","Undergraduate","Foundations General Chemistry",30778,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",100,50,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",100,"08/22/2022","12/17/2022","","E01"," ","", 1,"DONLINE","","","N","N","N","N","N","N","N","08/22/2022","12/17/2022"," ",  0,"",""," ","100662703","Crocker,Priscilla"," 1","PI",   0,"Y","CUDEN","D_ONLN","Online Course","ONLINE",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126462","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1474","UGRD","Undergraduate","Chemistry for Everyday",32005,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",60,25,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",60,"08/22/2022","12/17/2022","","E01"," ","", 1,"DONLINE","","","N","N","N","N","N","N","N","08/22/2022","12/17/2022"," ",  0,"",""," ","106336008","Kim,Kyoun Nan"," 1","PI",   0,"Y","CUDEN","D_ONLN","Online Course","ONLINE",0," "," "," "," "," ",0,0,0," "," "," "," ",0,4,4,4,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"209316","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","E01","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","1494","UGRD","Undergraduate","Forensic Chemistry",34879,"LEC","Lecture","C","Closed","X","Cancelled Section","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",0,0,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC",""," ","OL","Online"," "," ","N",30,"08/22/2022","12/17/2022","03/10/2022","E01"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ",0," "," "," "," "," ",0,0,0," "," "," "," ",0,4,4,4,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",30779,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",100,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304704","P","In Person"," "," ","N",100,"08/22/2022","12/17/2022","","001"," ","", 1,"DACAD1600","09:30:00.000000_AM","10:45:00.000000_AM","Y","N","Y","N","N","N","N","08/22/2022","12/17/2022"," ",  0," "," ","MW"," "," ","0"," ",0," ","CUDEN","D_ACAD","Student Commons Building","1600",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","7",1,"2227","Fall 2022","DMR","Regular Semester (Den)","001","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",30779,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",1," "," "," ","Y","N","No Special Consent Required",100,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304704","P","In Person"," "," ","N",100,"08/22/2022","12/17/2022","","001"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 1,"A"," ","N"," ","First semester general chemistry for pre-health and all science majors.",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",30965,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",150,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304705","P","In Person"," "," ","N",150,"08/22/2022","12/17/2022","","002"," ","", 1,"DACAD2600","09:30:00.000000_AM","10:45:00.000000_AM","N","Y","N","Y","N","N","N","08/22/2022","12/17/2022"," ",  0," "," ","TTH","100662703","Crocker,Priscilla"," 1","PI",   0,"Y","CUDEN","D_ACAD","Student Commons Building","2600",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","7",1,"2227","Fall 2022","DMR","Regular Semester (Den)","002","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",30965,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",2," "," "," ","Y","N","No Special Consent Required",150,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304705","P","In Person"," "," ","N",150,"08/22/2022","12/17/2022","","002"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 1,"A"," ","N"," ","First semester general chemistry for pre-health and all science majors.",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","0",1,"2227","Fall 2022","DMR","Regular Semester (Den)","003","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",31376,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",3," "," "," ","Y","N","No Special Consent Required",100,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304706","P","In Person"," "," ","N",100,"08/22/2022","12/17/2022","","003"," ","", 1,"DACAD1600","12:30:00.000000_PM","01:45:00.000000_PM","Y","N","Y","N","N","N","N","08/22/2022","12/17/2022"," ",  0," "," ","MW"," "," ","0"," ",0," ","CUDEN","D_ACAD","Student Commons Building","1600",0," "," "," "," "," ",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
"126469","7",1,"2227","Fall 2022","DMR","Regular Semester (Den)","003","CUDEN","CU Denver","CLAS","College of Liberal Arts & Sci","CHEM","Chemistry","CHEM","2031","UGRD","Undergraduate","General Chemistry I",31376,"LEC","Lecture","O","Open","A","Active","E","Enrollment Section",3," "," "," ","Y","N","No Special Consent Required",100,10,0,0,0,0," ","N","D-CHEM","Department of Chemistry",10," ","DC","Denver Campus","DC","","000304706","P","In Person"," "," ","N",100,"08/22/2022","12/17/2022","","003"," ","",0," "," "," "," "," "," "," "," "," "," "," "," "," ",0," "," "," "," "," ","0"," ",0," "," "," "," "," ", 2,"A"," ","N"," ","First semester general chemistry for pre-health and all science majors.",0,0,0," "," "," "," ",0,3,3,3,"LTR","Letter","C","LEC",1,0," ","Y"," ",0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03/11/2022","21:00:10"
